Date,BAC,C,GS,JPM,MS,WFC
2014-02-14,2.818995108710371,3.908416503708467,5.1029105702054265,4.0644006779877255,3.4011973816621555,3.8347098759490033
2014-02-18,2.817801051388579,3.910221380424257,5.1095148315388705,4.071587601116175,3.396519812551485,3.8357897389505653
2014-02-19,2.800325523590678,3.8981269280861865,5.113071494162826,4.069710296903086,3.3894621125779762,3.834061463958434
2014-02-20,2.794839368482153,3.882388219159752,5.105763646587379,4.059925656409138,3.3816747177665594,3.8253751654226718
2014-02-21,2.8027541226914687,3.8815637979434374,5.109877091900051,4.057680580488612,3.395179299102663,3.8299449242078016
2014-02-24,2.811208242739808,3.901568538272798,5.120445915302787,4.0644006779877255,3.421000021424666,3.837945808604645
2014-02-25,2.806990116707257,3.893044066822414,5.113793404549801,4.06009811559831,3.4131259726312355,3.8342776205199636
2014-02-26,2.797281311569803,3.8838292836134545,5.099256448510518,4.049695829167984,3.4088347936486714,3.837945808604645
2014-02-27,2.8027541226914687,3.8854736419898233,5.11072188675516,4.041119568033929,3.417070715799952,3.8303790561240647
2014-02-28,2.812410193515358,3.897721239291588,5.1228920200852235,4.050915017574825,3.4320498624059934,3.842672960002439
2014-03-03,2.79789089580353,3.876395827784995,5.107822484296267,4.032823673119849,3.4157575505380846,3.8338452606631437
2014-03-04,2.817801051388579,3.891003619504574,5.128477554705983,4.049347206932082,3.439456096226918,3.8458831866214758
2014-03-05,2.8512843383355686,3.91042168738139,5.152713357388402,4.0654305677638805,3.4669851507746694,3.855029274215803
